,GEOID_COUSUB,med_hh_inc
27302,0600000US4818793687,69879
27303,0600000US4818990005,49242
27304,0600000US4818991675,42168
27305,0600000US4818993020,44135
27306,0600000US4818993060,47342
27307,0600000US4819191260,50000
27308,0600000US4819192095,23438
27309,0600000US4819192510,32787
27310,0600000US4819193960,38083
27311,0600000US4819391690,51019
27312,0600000US4819391800,44167
27313,0600000US4819591660,46548
27314,0600000US4819593695,33324
27315,0600000US4819790705,52857
27316,0600000US4819791580,104028
27317,0600000US4819793160,38984
27318,0600000US4819992055,60842
27319,0600000US4819992332,71117
27320,0600000US4819993460,40913
27321,0600000US4819993570,50559
27322,0600000US4819993625,69531
27323,0600000US4820190225,53526
27324,0600000US4820191835,55855
27325,0600000US4820192795,70140
27326,0600000US4820192845,80849
27327,0600000US4820192975,50617
27328,0600000US4820193645,80236
27329,0600000US4820391685,63590
27330,0600000US4820391715,44000
27331,0600000US4820392430,43667
27332,0600000US4820394085,52048
27333,0600000US4820590690,46875
27334,0600000US4820590956,65614
27335,0600000US4820791735,47385
27336,0600000US4820793285,44063
27337,0600000US4820793360,27109
27338,0600000US4820793390,53083
27339,0600000US4820794125,48173
27340,0600000US4820991075,95886
27341,0600000US4820992065,78229
27342,0600000US4820993430,39222
27343,0600000US4821190605,62955
27344,0600000US4821190615,77083
27345,0600000US4821390155,46378
27346,0600000US4821390652,42858
27347,0600000US4821390687,50156
27348,0600000US4821392150,59503
27349,0600000US4821591155,31949
27350,0600000US4821591170,44577
27351,0600000US4821591710,20732
27352,0600000US4821592340,39249
27353,0600000US4821592600,37769
27354,0600000US4821593155,39750
27355,0600000US4821593650,33352
27356,0600000US4821593785,31029
27357,0600000US4821790355,59265
27358,0600000US4821791810,47547
27359,0600000US4821791845,45321
27360,0600000US4821791900,52703
27361,0600000US4821792380,57604
27362,0600000US4821794210,43548
27363,0600000US4821990115,45536
27364,0600000US4821992180,47064
27365,0600000US4821993320,63417
27366,0600000US4821993800,52063
27367,0600000US4822191605,60625
27368,0600000US4822191610,51159
27369,0600000US4822390930,57610
27370,0600000US4822392815,58542
27371,0600000US4822393030,49659
27372,0600000US4822393522,65544
27373,0600000US4822393790,49485
27374,0600000US4822590900,27387
27375,0600000US4822591635,40205
27376,0600000US4822592000,33700
27377,0600000US4822592310,51194
27378,0600000US4822593100,39861
27379,0600000US4822790300,51446
27380,0600000US4822790305,53688
27381,0600000US4822790770,50125
27382,0600000US4822990990,26058
27383,0600000US4822991360,26757
27384,0600000US4822993565,42188
27385,0600000US4823190565,78969
27386,0600000US4823190660,62750
27387,0600000US4823190820,33681
27388,0600000US4823191640,47224
27389,0600000US4823192260,55641
27390,0600000US4823193170,55858
27391,0600000US4823194270,58288
27392,0600000US4823390385,52403
27393,0600000US4823393750,43523
27394,0600000US4823592540,116250
27395,0600000US4823592545,51923
27396,0600000US4823790500,52120
27397,0600000US4823791905,52102
27398,0600000US4823792995,44868
27399,0600000US4823991175,54239
27400,0600000US4823991450,59692
27401,0600000US4823992165,76250
27402,0600000US4823994005,69554
27403,0600000US4824190520,59877
27404,0600000US4824191920,43005
27405,0600000US4824192040,37222
27406,0600000US4824391355,53993
27407,0600000US4824393985,24034
27408,0600000US4824590230,46888
27409,0600000US4824592070,67952
27410,0600000US4824592770,64226
27411,0600000US4824593097,47361
27412,0600000US4824593385,63208
27413,0600000US4824792820,32049
27414,0600000US4824793660,-
27415,0600000US4824990035,40469
27416,0600000US4824992910,51319
27417,0600000US4824993140,47829
27418,0600000US4825190050,66056
27419,0600000US4825190535,67872
27420,0600000US4825190750,52019
27421,0600000US4825191540,69717
27422,0600000US4825191625,70717
27423,0600000US4825390110,47250
27424,0600000US4825391695,52279
27425,0600000US4825391745,52625
27426,0600000US4825392320,48839
27427,0600000US4825393720,37574
27428,0600000US4825591285,91250
27429,0600000US4825591510,-
27430,0600000US4825591980,47813
27431,0600000US4825591995,42266
27432,0600000US4825593365,55238
27433,0600000US4825790653,44420
27434,0600000US4825790875,70296
27435,0600000US4825791350,94441
27436,0600000US4825791985,59310
27437,0600000US4825793865,46626
27438,0600000US4825793870,58545
27439,0600000US4825990360,84502
27440,0600000US4825990815,76914
27441,0600000US4826193465,36125
27442,0600000US4826391925,81750
27443,0600000US4826391930,43750
27444,0600000US4826590675,58225
27445,0600000US4826591875,51147
27446,0600000US4826592015,52531
27447,0600000US4826791960,44083
27448,0600000US4826791965,40645
27449,0600000US4826991670,65125
27450,0600000US4827190400,31468
27451,0600000US4827392035,41452
27452,0600000US4827393260,52109
27453,0600000US4827590265,50000
27454,0600000US4827591585,62292
27455,0600000US4827592045,46319
27456,0600000US4827592695,39167
27457,0600000US4827790285,51520
27458,0600000US4827790345,47267
27459,0600000US4827791020,43298
27460,0600000US4827791840,64375
27461,0600000US4827792970,39188
27462,0600000US4827793130,63086
27463,0600000US4827793355,46938
27464,0600000US4827793795,56707
27465,0600000US4827991105,53508
27466,0600000US4827992220,40712
27467,0600000US4827992900,39857
27468,0600000US4827993775,49242
27469,0600000US4828190015,61600
27470,0600000US4828192130,58379
27471,0600000US4828192255,53438
27472,0600000US4828390870,51710
27473,0600000US4828391240,52802
27474,0600000US4828591680,50253
27475,0600000US4828592655,65726
27476,0600000US4828593560,57772
27477,0600000US4828594300,51297
27478,0600000US4828791505,54688
27479,0600000US4828792190,57096
27480,0600000US4828792205,52731
27481,0600000US4828990510,39212
27482,0600000US4828990680,54282
27483,0600000US4828992427,73438
27484,0600000US4828992775,48917
27485,0600000US4828992870,38963
27486,0600000US4829190755,44057
27487,0600000US4829190945,55865
27488,0600000US4829191705,46432
27489,0600000US4829192195,53683
27490,0600000US4829390835,37237
27491,0600000US4829391650,39890
27492,0600000US4829392050,57961
27493,0600000US4829392550,39930
27494,0600000US4829393015,53438
27495,0600000US4829393135,46250
27496,0600000US4829393900,42069
27497,0600000US4829590380,58523
27498,0600000US4829591345,60000
27499,0600000US4829591805,53646
27500,0600000US4829791500,57477
27501,0600000US4829793905,47885
27502,0600000US4829992230,44051
27503,0600000US4829992235,67562
27504,0600000US4830192525,81875
27505,0600000US4830391865,68150
27506,0600000US4830392315,49924
27507,0600000US4830393540,60243
27508,0600000US4830393590,54688
27509,0600000US4830592880,46500
27510,0600000US4830593820,42102
27511,0600000US4830594230,44440
27512,0600000US4830790405,45692
27513,0600000US4830792505,37500
27514,0600000US4830793280,55625
27515,0600000US4830990175,61719
27516,0600000US4830990715,82917
27517,0600000US4830990895,85295
27518,0600000US4830991210,52470
27519,0600000US4830992355,61600
27520,0600000US4830992435,50833
27521,0600000US4830992631,77182
27522,0600000US4830994055,43483
27523,0600000US4830994140,60938
27524,0600000US4831193920,68750
27525,0600000US4831392370,48070
27526,0600000US4831392575,40893
27527,0600000US4831392860,59250
27528,0600000US4831591937,39713
27529,0600000US4831592092,33036
27530,0600000US4831793725,72955
27531,0600000US4831793835,59583
27532,0600000US4831992445,36741
27533,0600000US4831992450,62000
27534,0600000US4832190220,47866
27535,0600000US4832192465,36808
27536,0600000US4832192940,31113
27537,0600000US4832193915,52500
27538,0600000US4832391100,38285
27539,0600000US4832393165,23438
27540,0600000US4832590645,64703
27541,0600000US4832591030,56607
27542,0600000US4832591040,50871
27543,0600000US4832591820,56893
27544,0600000US4832792515,37125
27545,0600000US4832792520,40848
27546,0600000US4832992560,78622
27547,0600000US4832992566,80586
27548,0600000US4833190505,43199
27549,0600000US4833190540,37063
27550,0600000US4833190590,44303
27551,0600000US4833190960,38966
27552,0600000US4833191485,54000
27553,0600000US4833193290,51844
27554,0600000US4833193895,56563
27555,0600000US4833391550,41012
27556,0600000US4833392690,45278
27557,0600000US4833590795,47892
27558,0600000US4833592285,66250
27559,0600000US4833594155,63500
27560,0600000US4833790390,53059
27561,0600000US4833792610,54922
27562,0600000US4833792765,46221
27563,0600000US4833793395,51250
27564,0600000US4833992375,81526
27565,0600000US4833992625,91968
27566,0600000US4833993655,76857
27567,0600000US4833994220,61168
27568,0600000US4834191090,51673
27569,0600000US4834193805,46500
27570,0600000US4834390940,43182
27571,0600000US4834392705,42701
27572,0600000US4834592454,42917
27573,0600000US4834592822,-
27574,0600000US4834790720,55944
27575,0600000US4834790935,51828
27576,0600000US4834791465,47348
27577,0600000US4834792700,41549
27578,0600000US4834990340,51797
27579,0600000US4834990865,47695
27580,0600000US4834990965,53685
27581,0600000US4834992005,44574
27582,0600000US4834993225,46085
27583,0600000US4835190530,40051
27584,0600000US4835190575,40618
27585,0600000US4835191035,39875
27586,0600000US4835192750,44583
27587,0600000US4835390325,52778
27588,0600000US4835393325,58011
27589,0600000US4835393810,42190
27590,0600000US4835590315,46667
27591,0600000US4835590850,53981
27592,0600000US4835590855,81638
27593,0600000US4835591080,46012
27594,0600000US4835593095,84909
27595,0600000US4835593270,32642
27596,0600000US4835793005,48945
27597,0600000US4835793010,67083
27598,0600000US4835990017,66250
27599,0600000US4835994018,63261
27600,0600000US4836190440,72547
27601,0600000US4836192480,68693
27602,0600000US4836192905,47394
27603,0600000US4836194050,52150
27604,0600000US4836391595,59464
27605,0600000US4836392595,41875
27606,0600000US4836392950,53333
27607,0600000US4836393770,42460
27608,0600000US4836590235,59803
27609,0600000US4836590640,50242
27610,0600000US4836590970,51176
27611,0600000US4836591475,50333
27612,0600000US4836592265,61029
27613,0600000US4836793701,65567
27614,0600000US4836794095,63302
27615,0600000US4836794100,75707
27616,0600000US4836794105,112942
27617,0600000US4836991300,54309
27618,0600000US4836991410,54101
27619,0600000US4837191375,47976
27620,0600000US4837191870,54250
27621,0600000US4837191885,61029
27622,0600000US4837390860,39716
27623,0600000US4837392226,47248
27624,0600000US4837590065,42015
27625,0600000US4837590610,72115
27626,0600000US4837792400,39010
27627,0600000US4837793145,25315
27628,0600000US4837991235,54238
27629,0600000US4837993075,46442
27630,0600000US4838190070,68590
27631,0600000US4838190625,59439
27632,0600000US4838390290,70478
27633,0600000US4838590600,34813
27634,0600000US4838790105,37900
27635,0600000US4838790365,41776
27636,0600000US4838790735,35142
27637,0600000US4838791025,42396
27638,0600000US4838792385,48889
27639,0600000US4838990190,41550
27640,0600000US4838992990,60667
27641,0600000US4839190170,43714
27642,0600000US4839193220,52356
27643,0600000US4839194275,45913
27644,0600000US4839392555,73854
27645,0600000US4839590430,42850
27646,0600000US4839590585,33667
27647,0600000US4839591385,49123
27648,0600000US4839591750,61168
27649,0600000US4839792800,90325
27650,0600000US4839792855,90791
27651,0600000US4839793665,106551
27652,0600000US4839990185,41711
27653,0600000US4839992585,55417
27654,0600000US4839993350,41625
27655,0600000US4839994265,38125
27656,0600000US4840191775,46131
27657,0600000US4840192025,67667
27658,0600000US4840192135,39271
27659,0600000US4840192660,47286
27660,0600000US4840192925,54550
27661,0600000US4840193040,73425
27662,0600000US4840193148,36059
27663,0600000US4840193840,57475
27664,0600000US4840391765,29948
27665,0600000US4840392580,36889
27666,0600000US4840393045,34011
27667,0600000US4840590455,29646
27668,0600000US4840593415,38661
27669,0600000US4840790775,43882
27670,0600000US4840793080,41263
27671,0600000US4840793555,45809
27672,0600000US4840990125,59852
27673,0600000US4840992470,41281
27674,0600000US4840993103,63388
27675,0600000US4840993580,48418
27676,0600000US4840993815,40968
27677,0600000US4841193231,62188
27678,0600000US4841193439,39216
27679,0600000US4841391185,58542
27680,0600000US4841391190,45795
27681,0600000US4841591339,71458
27682,0600000US4841591795,67969
27683,0600000US4841593605,54090
27684,0600000US4841790030,45765
27685,0600000US4841792640,39750
27686,0600000US4841990020,47717
27687,0600000US4841990670,35807
27688,0600000US4841993550,46655
27689,0600000US4841993860,38463
27690,0600000US4841993925,40595
27691,0600000US4842193759,55268
27692,0600000US4842193883,58269
27693,0600000US4842390515,70491
27694,0600000US4842392210,62608
27695,0600000US4842393950,58214
27696,0600000US4842393970,43362
27697,0600000US4842393975,58247
27698,0600000US4842394205,67340
27699,0600000US4842394260,52056
27700,0600000US4842591535,53162
27701,0600000US4842792090,26312
27702,0600000US4842793239,34676
27703,0600000US4842793315,22900
27704,0600000US4842990420,43797
27705,0600000US4842990425,46996
27706,0600000US4843193745,59286
27707,0600000US4843390145,89500
27708,0600000US4843390150,39375
27709,0600000US4843593615,60951
27710,0600000US4843593620,-
27711,0600000US4843791700,37750
27712,0600000US4843792060,45375
27713,0600000US4843793955,36417
27714,0600000US4843990135,64703
27715,0600000US4843991380,56449
27716,0600000US4843992805,81166
27717,0600000US4844190010,49149
27718,0600000US4844191945,81817
27719,0600000US4844192535,44625
27720,0600000US4844391140,85662
27721,0600000US4844394175,30521
27722,0600000US4844590470,44184
27723,0600000US4844592495,51250
27724,0600000US4844793910,43750
27725,0600000US4844794280,56250
27726,0600000US4844990830,59271
27727,0600000US4844992665,44722
27728,0600000US4844993825,43286
27729,0600000US4844994235,47475
27730,0600000US4845191145,73984
27731,0600000US4845193405,43969
27732,0600000US4845194180,72996
27733,0600000US4845390165,64816
27734,0600000US4845392807,79272
27735,0600000US4845392857,108366
27736,0600000US4845393688,122811
27737,0600000US4845590120,46004
27738,0600000US4845591530,44081
27739,0600000US4845591655,38793
27740,0600000US4845593945,37708
27741,0600000US4845790785,46528
27742,0600000US4845793710,38196
27743,0600000US4845794075,58734
27744,0600000US4845794285,43324
27745,0600000US4845990280,45750
27746,0600000US4845990295,53500
27747,0600000US4845991515,44919
27748,0600000US4845991525,69404
27749,0600000US4845992920,51000
27750,0600000US4846192345,46771
27751,0600000US4846193195,61667
27752,0600000US4846393375,37500
27753,0600000US4846393980,42138
27754,0600000US4846590995,45518
27755,0600000US4846591000,56406
27756,0600000US4846591005,-
27757,0600000US4846790270,57167
27758,0600000US4846790620,50391
27759,0600000US4846790654,60947
27760,0600000US4846791165,54848
27761,0600000US4846791620,44250
27762,0600000US4846794000,53837
27763,0600000US4846794225,44493
27764,0600000US4846994035,53971
27765,0600000US4846994040,45781
27766,0600000US4846994045,74934
27767,0600000US4847191860,37035
27768,0600000US4847192755,49200
27769,0600000US4847193255,63392
27770,0600000US4847390465,65883
27771,0600000US4847391770,42513
27772,0600000US4847393137,63718
27773,0600000US4847590205,53237
27774,0600000US4847591615,45938
27775,0600000US4847592605,67559
27776,0600000US4847790435,52347
27777,0600000US4847790550,62123
27778,0600000US4847791490,62500
27779,0600000US4847794080,58969
27780,0600000US4847992145,37254
27781,0600000US4847992146,73134
27782,0600000US4847992147,38683
27783,0600000US4848190368,59273
27784,0600000US4848191112,54483
27785,0600000US4848191180,49368
27786,0600000US4848192305,65500
27787,0600000US4848194185,41045
27788,0600000US4848393545,40179
27789,0600000US4848394190,60795
27790,0600000US4848590525,51747
27791,0600000US4848591195,41321
27792,0600000US4848591880,52533
27793,0600000US4848594215,46032
27794,0600000US4848791290,70357
27795,0600000US4848791730,49250
27796,0600000US4848792240,79464
27797,0600000US4848794030,46327
27798,0600000US4848992155,39583
27799,0600000US4848992335,35917
27800,0600000US4848993205,27750
27801,0600000US4848993435,26607
27802,0600000US4848993495,31136
27803,0600000US4849190657,94113
27804,0600000US4849191325,78180
27805,0600000US4849191630,43583
27806,0600000US4849191915,68015
27807,0600000US4849193343,82167
27808,0600000US4849193845,76429
27809,0600000US4849391330,75322
27810,0600000US4849392160,77204
27811,0600000US4849393125,65547
27812,0600000US4849393755,64904
27813,0600000US4849592010,57109
27814,0600000US4849594240,71094
27815,0600000US4849790060,59518
27816,0600000US4849790395,62236
27817,0600000US4849790445,56790
27818,0600000US4849790975,66303
27819,0600000US4849990025,60946
27820,0600000US4849991740,46645
27821,0600000US4849992590,50338
27822,0600000US4849993180,52948
27823,0600000US4849994255,40098
27824,0600000US4850191015,69625
27825,0600000US4850193055,63654
27826,0600000US4850391600,46974
27827,0600000US4850391935,58750
27828,0600000US4850392735,38125
27829,0600000US4850392895,50341
27830,0600000US4850593455,-
27831,0600000US4850594310,29961
27832,0600000US4850790215,14077
27833,0600000US4850790920,32936
27834,0600000US4850792140,25208
27835,0600000US4000193250,30331
27836,0600000US4000193263,37500
27837,0600000US4000193588,36458
27838,0600000US4000193796,33625
27839,0600000US4000390429,53750
27840,0600000US4000390546,61797
27841,0600000US4000391313,61875
27842,0600000US4000392015,63750
27843,0600000US4000590481,37660
27844,0600000US4000592028,38304
27845,0600000US4000593666,40852
27846,0600000US4000792041,51959
27847,0600000US4000792860,52042
27848,0600000US4000990455,48036
27849,0600000US4000991014,53284
27850,0600000US4000991066,40375
27851,0600000US4000992756,37813
27852,0600000US4001190416,41080
27853,0600000US4001191170,45811
27854,0600000US4001192392,47115
27855,0600000US4001193575,57500
27856,0600000US4001390624,41679
27857,0600000US4001390793,44035
27858,0600000US4001390819,39519
27859,0600000US4001392054,41546
27860,0600000US4001392873,39853
27861,0600000US4001392938,63618
27862,0600000US4001590117,42328
27863,0600000US4001590143,47455
27864,0600000US4001590247,54457
27865,0600000US4001590442,32375
27866,0600000US4001590728,44650
27867,0600000US4001591131,45078
27868,0600000US4001591456,50804
27869,0600000US4001790832,73846
27870,0600000US4001791040,60801
27871,0600000US4001793523,44875
27872,0600000US4001793679,60144
27873,0600000US4001990156,49491
27874,0600000US4001990169,46418
27875,0600000US4001991274,45639
27876,0600000US4001991287,45417
27877,0600000US4001993861,54292
27878,0600000US4002190845,39770
27879,0600000US4002191443,44063
27880,0600000US4002192080,43214
27881,0600000US4002192899,49511
27882,0600000US4002193289,37378
27883,0600000US4002391144,38884
27884,0600000US4002391430,30052
27885,0600000US4002393692,33382
27886,0600000US4002590286,47763
27887,0600000US4002591560,40833
27888,0600000US4002790858,60598
27889,0600000US4002791677,51055
27890,0600000US4002791976,58774
27891,0600000US4002791989,54635
27892,0600000US4002792093,69406
27893,0600000US4002990871,38264
27894,0600000US4002993705,44583
27895,0600000US4003191136,51011
27896,0600000US4003191651,44439
27897,0600000US4003192119,69039
27898,0600000US4003192249,83340
27899,0600000US4003192951,64752
27900,0600000US4003193133,74626
27901,0600000US4003393146,55729
27902,0600000US4003393315,38281
27903,0600000US4003393536,53603
27904,0600000US4003592106,43808
27905,0600000US4003593471,39441
27906,0600000US4003593484,43839
27907,0600000US4003790338,37727
27908,0600000US4003790351,47219
27909,0600000US4003790767,34604
27910,0600000US4003791534,39917
27911,0600000US4003791573,49513
27912,0600000US4003792743,53163
27913,0600000US4003792808,55109
27914,0600000US4003990390,59625
27915,0600000US4003990611,49926
27916,0600000US4003990715,43167
27917,0600000US4003993328,55234
27918,0600000US4003993614,47516
27919,0600000US4004190637,42050
27920,0600000US4004191209,42231
27921,0600000US4004191495,33004
27922,0600000US4004191508,37754
27923,0600000US4004392769,44583
27924,0600000US4004393308,55761
27925,0600000US4004393458,47292
27926,0600000US4004592132,47500
27927,0600000US4004592262,52621
27928,0600000US4004593003,62578
27929,0600000US4004791053,50164
27930,0600000US4004792184,67125
27931,0600000US4004793016,55927
27932,0600000US4004991027,51563
27933,0600000US4004991690,49565
27934,0600000US4004991807,41806
27935,0600000US4004992483,44427
27936,0600000US4004993276,39706
27937,0600000US4005190046,53843
27938,0600000US4005190104,66481
27939,0600000US4005190572,44173
27940,0600000US4005191859,55625
27941,0600000US4005192704,49355
27942,0600000US4005193393,77131
27943,0600000US4005391625,62891
27944,0600000US4005391820,52500
27945,0600000US4005393159,58846
27946,0600000US4005393510,40000
27947,0600000US4005591196,40750
27948,0600000US4005591768,36820
27949,0600000US4005592275,53750
27950,0600000US4005791183,59583
27951,0600000US4005791391,39718
27952,0600000US4005990377,44800
27953,0600000US4005991638,61435
27954,0600000US4006191547,38750
27955,0600000US4006191755,47411
27956,0600000US4006193224,30964
27957,0600000US4006193718,43523
27958,0600000US4006391378,38794
27959,0600000US4006393029,43056
27960,0600000US4006393822,35667
27961,0600000US4006590065,43340
27962,0600000US4006590078,44464
27963,0600000US4006590884,62569
27964,0600000US4006593731,46848
27965,0600000US4006792665,37650
27966,0600000US4006793042,35642
27967,0600000US4006793601,38560
27968,0600000US4006990897,46168
27969,0600000US4006993354,32042
27970,0600000US4006993744,46411
27971,0600000US4007190260,44701
27972,0600000US4007190325,52750
27973,0600000US4007191521,55568
27974,0600000US4007191950,43902
27975,0600000US4007192561,44996
27976,0600000US4007193367,45882
27977,0600000US4007391326,56625
27978,0600000US4007391586,61813
27979,0600000US4007392379,69531
27980,0600000US4007591365,35859
27981,0600000US4007591716,47500
27982,0600000US4007591898,34421
27983,0600000US4007592691,47000
27984,0600000US4007592847,39583
27985,0600000US4007792652,50625
27986,0600000US4007793055,41920
27987,0600000US4007793848,37526
27988,0600000US4007990182,28227
27989,0600000US4007990403,42417
27990,0600000US4007991300,34600
27991,0600000US4007992470,39945
27992,0600000US4007992548,40843
27993,0600000US4007992587,40205
27994,0600000US4007993068,45750
27995,0600000US4007993211,45304
27996,0600000US4007993302,38417
27997,0600000US4007993874,49426
27998,0600000US4008190507,51775
27999,0600000US4008191833,46594
28000,0600000US4008192145,48242
28001,0600000US4008192288,48316
28002,0600000US4008192600,50711
28003,0600000US4008193653,51435
28004,0600000US4008390689,49179
28005,0600000US4008390910,43538
28006,0600000US4008391222,66699
28007,0600000US4008392197,51125
28008,0600000US4008590923,49766
28009,0600000US4008593757,59583
28010,0600000US4008790929,44671
28011,0600000US4008791946,70941
28012,0600000US4008792626,58718
28013,0600000US4008990364,37395
28014,0600000US4008991469,31539
28015,0600000US4008992203,37315
28016,0600000US4008992956,39481
28017,0600000US4008993419,37066
28018,0600000US4008993900,31310
28019,0600000US4009190520,37780
28020,0600000US4009191079,34566
28021,0600000US4009191248,36118
28022,0600000US4009191352,37576
28023,0600000US4009390936,54282
28024,0600000US4009391105,53932
28025,0600000US4009592210,46426
28026,0600000US4009593081,45453
28027,0600000US4009790026,62460
28028,0600000US4009790949,43498
28029,0600000US4009791703,39663
28030,0600000US4009792613,49538
28031,0600000US4009990962,51185
28032,0600000US4009993770,52143
28033,0600000US4010190312,41705
28034,0600000US4010191261,47143
28035,0600000US4010191924,42044
28036,0600000US4010191937,54821
28037,0600000US4010192574,37206
28038,0600000US4010193562,34779
28039,0600000US4010193627,36705
28040,0600000US4010390234,34432
28041,0600000US4010390975,56200
28042,0600000US4010392522,53529
28043,0600000US4010591664,40833
28044,0600000US4010591942,36625
28045,0600000US4010592353,40227
28046,0600000US4010592912,50037
28047,0600000US4010790299,26458
28048,0600000US4010792405,37640
28049,0600000US4010792457,43250
28050,0600000US4010793640,40982
28051,0600000US4010992420,99864
28052,0600000US4010992422,83766
28053,0600000US4010992424,53000
28054,0600000US4010992426,45103
28055,0600000US4011190221,53509
28056,0600000US4011191339,37164
28057,0600000US4011191885,55250
28058,0600000US4011192431,36483
28059,0600000US4011390195,47585
28060,0600000US4011391092,37292
28061,0600000US4011391404,40682
28062,0600000US4011391742,62500
28063,0600000US4011392301,44063
28064,0600000US4011392496,41419
28065,0600000US4011392964,51318
28066,0600000US4011590039,37419
28067,0600000US4011591846,37951
28068,0600000US4011592633,48032
28069,0600000US4011593913,38871
28070,0600000US4011790598,48239
28071,0600000US4011792509,45532
28072,0600000US4011990702,45500
28073,0600000US4011993237,39959
28074,0600000US4011993926,39120
28075,0600000US4012191255,45878
28076,0600000US4012191599,39464
28077,0600000US4012191729,46076
28078,0600000US4012192067,50673
28079,0600000US4012192314,46944
28080,0600000US4012192639,40878
28081,0600000US4012390013,46689
28082,0600000US4012392158,54028
28083,0600000US4012392327,52650
28084,0600000US4012392886,73500
28085,0600000US4012392977,53889
28086,0600000US4012393172,48229
28087,0600000US4012591794,45647
28088,0600000US4012592821,47871
28089,0600000US4012593549,43214
28090,0600000US4012790130,35929
28091,0600000US4012791118,42750
28092,0600000US4012792223,35606
28093,0600000US4012990559,50909
28094,0600000US4012990988,50000
28095,0600000US4012993094,34375
28096,0600000US4013190468,83058
28097,0600000US4013190533,50363
28098,0600000US4013190585,56836
28099,0600000US4013191482,58077
28100,0600000US4013192444,68313
28101,0600000US4013391612,37145
28102,0600000US4013392782,43033
28103,0600000US4013392795,41897
28104,0600000US4013393835,34137
28105,0600000US4013591911,41838
28106,0600000US4013592678,38783
28107,0600000US4013592717,29370
28108,0600000US4013592730,42845
28109,0600000US4013593445,38587
28110,0600000US4013790650,42607
28111,0600000US4013790780,45563
28112,0600000US4013791781,52289
28113,0600000US4013793432,53125
28114,0600000US4013991235,49755
28115,0600000US4013991417,54089
28116,0600000US4013993783,48594
28117,0600000US4014190741,44063
28118,0600000US4014191001,41292
28119,0600000US4014191157,40383
28120,0600000US4014193341,38688
28121,0600000US4014392236,59185
28122,0600000US4014393107,71394
28123,0600000US4014393380,53199
28124,0600000US4014590676,69248
28125,0600000US4014593120,55051
28126,0600000US4014593497,41775
28127,0600000US4014790208,51789
28128,0600000US4014790663,60017
28129,0600000US4014792366,52500
28130,0600000US4014990494,55245
28131,0600000US4014992171,47708
28132,0600000US4014992340,52809
28133,0600000US4014992990,55833
28134,0600000US4014993185,48693
28135,0600000US4015190091,57336
28136,0600000US4015193198,57000
28137,0600000US4015193809,50833
28138,0600000US4015391872,63185
28139,0600000US4015393887,58102
28140,0600000US2300102060,48924
28141,0600000US2300119105,73030
28142,0600000US2300129255,69571
28143,0600000US2300138565,54250
28144,0600000US2300138740,41371
28145,0600000US2300140035,56369
28146,0600000US2300140665,59511
28147,0600000US2300140770,36094
28148,0600000US2300144585,56169
28149,0600000US2300146160,73036
28150,0600000US2300160020,63750
28151,0600000US2300164570,61970
28152,0600000US2300177800,63047
28153,0600000US2300179585,78750
28154,0600000US2300300800,28750
28155,0600000US2300301220,37321
28156,0600000US2300301710,36571
28157,0600000US2300302760,30625
28158,0600000US2300305385,48309
28159,0600000US2300307065,47596
28160,0600000US2300310565,38168
28161,0600000US2300311020,26875
28162,0600000US2300311300,51111
28163,0600000US2300311335,27143
28164,0600000US2300311785,33750
28165,0600000US2300312000,68125
28166,0600000US2300313900,41667
28167,0600000US2300315395,29688
28168,0600000US2300315990,55000
28169,0600000US2300319210,63000
28170,0600000US2300319420,38155
28171,0600000US2300321380,48269
28172,0600000US2300325615,39272
28173,0600000US2300325755,43328
28174,0600000US2300326735,45313
28175,0600000US2300327120,51563
28176,0600000US2300327855,-
28177,0600000US2300328590,27292
28178,0600000US2300330690,34167
28179,0600000US2300330725,25357
28180,0600000US2300332195,48750
28181,0600000US2300332685,60625
28182,0600000US2300333385,55368
28183,0600000US2300333980,34337
28184,0600000US2300335065,36458
28185,0600000US2300339300,40772
28186,0600000US2300339965,43676
28187,0600000US2300340595,39821
28188,0600000US2300341715,56250
28189,0600000US2300342450,37000
28190,0600000US2300342520,44302
28191,0600000US2300343255,56316
28192,0600000US2300343710,41513
28193,0600000US2300343990,43542
28194,0600000US2300345180,41250
28195,0600000US2300346685,37500
28196,0600000US2300347175,23125
28197,0600000US2300348120,81875
28198,0600000US2300348575,50250
28199,0600000US2300348960,48542
28200,0600000US2300349415,37000
28201,0600000US2300353602,46434
28202,0600000US2300354385,34643
28203,0600000US2300355435,44375
28204,0600000US2300356205,50625
28205,0600000US2300357936,-
28206,0600000US2300358060,43000
28207,0600000US2300360300,48750
28208,0600000US2300360825,37401
28209,0600000US2300362400,18750
28210,0600000US2300364780,44375
28211,0600000US2300365025,37813
28212,0600000US2300365200,27083
28213,0600000US2300367790,44531
28214,0600000US2300369260,64167
28215,0600000US2300369930,30938
28216,0600000US2300373472,40625
28217,0600000US2300374405,36667
28218,0600000US2300378570,30278
28219,0600000US2300379270,53056
28220,0600000US2300379865,40833
28221,0600000US2300380285,37375
28222,0600000US2300382770,32308
28223,0600000US2300383540,-
28224,0600000US2300383785,33889
28225,0600000US2300386865,40000
28226,0600000US2300387215,41923
28227,0600000US2300502655,56250
28228,0600000US2300507170,50225
28229,0600000US2300508430,60326
28230,0600000US2300510180,111884
28231,0600000US2300511125,68480
28232,0600000US2300512300,63542
28233,0600000US2300515430,110136
